City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Nerchinskiy Zavod,RU,51.3088,119.61,-15.54,97,95,3.27,overcast clouds
339,Ukiah,US,39.1502,-123.2078,60.96,69,100,0.87,overcast clouds
340,Carauari,BR,-4.8828,-66.8958,72.95,97,100,1.36,moderate rain
341,Masvingo,ZW,-20.0637,30.8277,65.17,81,76,2.24,broken clouds
342,Benguela,AO,-12.5763,13.4055,77.25,68,67,6.53,broken clouds
343,Kjollefjord,NO,70.9457,27.3465,24.62,81,29,26.22,scattered clouds
344,Guerrero Negro,MX,27.9769,-114.0611,64.13,26,0,2.91,clear sky
345,Ust-Tsilma,RU,65.441,52.1498,-8.25,100,54,3.85,broken clouds
346,Tahlequah,US,35.9154,-94.97,39.42,45,0,6.91,clear sky
347,Pitea,SE,65.3172,21.4794,24.89,92,8,7.83,clear sky
348,San Quintin,MX,30.4833,-115.95,62.01,23,0,3.38,clear sky
349,Sioux Lookout,CA,50.1001,-91.917,3.58,78,100,11.5,overcast clouds
350,Pasighat,IN,28.0667,95.3333,52.12,93,81,4.14,broken clouds
351,Morondava,MG,-20.2833,44.2833,78.39,80,98,15.1,overcast clouds
352,Isangel,VU,-19.55,169.2667,79.23,91,100,12.3,overcast clouds
353,Duiwelskloof,ZA,-23.6934,30.14,67.26,85,36,10.02,light rain
354,Bow Island,CA,49.8668,-111.3684,39.49,56,100,10.36,overcast clouds
355,Minab,IR,27.1467,57.0801,71.1,68,3,4.61,clear sky
356,Luena,AO,-11.7833,19.9167,62.38,92,90,4.74,overcast clouds
357,Paka,MY,4.6374,103.4368,80.53,83,91,9.22,overcast clouds
358,Kaabong,UG,3.4836,34.1492,70.97,45,100,4.05,overcast clouds
359,Rizhao,CN,35.4275,119.4553,28.13,30,34,5.28,scattered clouds
360,Panuco,MX,22.05,-98.1667,53.78,37,97,3.31,overcast clouds
361,Dom Pedro,BR,-4.4833,-44.45,80.76,88,99,1.77,overcast clouds
362,Lasa,IT,46.6166,10.7002,40.62,75,12,4.88,few clouds
363,Novelda,ES,38.3848,-0.7677,57.43,78,100,3.78,overcast clouds
364,Mount Isa,AU,-20.7333,139.5,74.97,38,40,1.14,scattered clouds
365,The Pas,CA,53.8251,-101.2541,-7.58,71,0,6.91,clear sky
366,Foggia,IT,41.45,15.5333,52.0,87,40,2.3,scattered clouds
367,Lugovoy,KZ,42.9472,72.7644,31.87,49,1,8.16,clear sky
368,Waingapu,ID,-9.6567,120.2641,78.78,87,100,7.2,overcast clouds
369,Aykhal,RU,66.0,111.5,-25.87,100,78,5.17,broken clouds
370,Shelburne,CA,44.0787,-80.2041,14.67,74,29,5.88,scattered clouds
371,Capelinha,BR,-17.6914,-42.5158,71.56,90,100,3.15,overcast clouds
372,Marrakesh,MA,31.6315,-8.0083,73.47,33,0,6.91,clear sky
373,Saskylakh,RU,71.9167,114.0833,-29.24,100,87,3.87,overcast clouds
374,Magway,MM,20.15,94.9167,67.21,63,0,6.22,clear sky
375,Poum,NC,-20.2333,164.0167,80.49,72,89,5.32,overcast clouds
376,Lata,PT,40.1629,-8.3327,55.81,66,2,5.08,clear sky
377,Nagato,JP,34.3833,131.2,39.11,61,100,25.01,overcast clouds
378,Taoudenni,ML,22.6783,-3.9836,75.78,8,42,8.25,scattered clouds
379,Krasnyy Chikoy,RU,50.3643,108.7512,-3.57,99,75,1.77,broken clouds
380,Xining,CN,36.6167,101.7667,12.43,91,100,2.95,light snow
381,Batagay,RU,67.6333,134.6333,-41.55,99,79,1.32,broken clouds
382,Bathsheba,BB,13.2167,-59.5167,83.01,54,20,16.11,few clouds
383,Goderich,CA,43.7501,-81.7165,19.9,62,98,5.75,overcast clouds
384,Morgan City,US,29.6994,-91.2068,44.04,56,0,16.11,clear sky
385,Kenora,CA,49.8167,-94.4337,4.39,72,75,13.8,broken clouds
386,Gamboma,CG,-1.8764,15.8644,83.71,46,77,3.04,broken clouds
387,Wanaka,NZ,-44.7,169.15,49.1,79,48,5.66,scattered clouds
388,Khatanga,RU,71.9667,102.5,-32.35,99,88,2.15,overcast clouds
389,Cabedelo,BR,-6.9811,-34.8339,86.67,60,11,10.58,few clouds
390,Atbasar,KZ,51.8,68.3333,10.04,83,100,9.04,overcast clouds
391,Shafter,US,35.5005,-119.2718,63.34,49,30,1.5,scattered clouds
392,Les Cayes,HT,18.2,-73.75,85.03,40,40,7.65,scattered clouds
393,Abnub,EG,27.2696,31.1511,55.62,47,0,8.1,clear sky
394,Lubao,PH,14.9167,120.55,78.87,73,89,14.03,overcast clouds
395,Sokoni,TZ,-6.4333,39.55,80.01,75,100,7.94,overcast clouds
396,Amuntai,ID,-2.4177,115.2494,74.52,97,77,2.08,light rain
397,Maturin,VE,9.75,-63.1767,94.44,27,12,7.92,few clouds
398,Hovd,MN,48.0056,91.6419,-11.99,80,11,2.77,few clouds
399,Saint George,US,37.1041,-113.5841,50.34,37,0,3.0,clear sky
400,Kaitong,CN,44.8135,123.15,-7.83,89,37,5.06,scattered clouds
401,Kshenskiy,RU,51.8408,37.7136,3.56,100,54,6.29,broken clouds
402,Tautira,PF,-17.7333,-149.15,82.42,74,30,17.4,scattered clouds
403,Emba,KZ,48.8264,58.1442,22.68,92,100,7.25,overcast clouds
404,Olafsvik,IS,64.8945,-23.7142,29.68,63,100,17.11,light snow
405,Roros,NO,62.5747,11.3842,22.84,63,75,5.75,broken clouds
406,Parakou,BJ,9.3372,2.6303,85.89,15,2,4.92,clear sky
407,San Fernando,PH,15.0286,120.6898,78.89,71,88,11.59,overcast clouds
408,Rabaul,PG,-4.1967,152.1721,78.73,76,50,5.44,scattered clouds
409,Kavieng,PG,-2.5744,150.7967,80.92,78,78,4.97,light rain
410,Visby,SE,57.6409,18.296,38.05,87,40,16.11,scattered clouds
411,Sur,OM,22.5667,59.5289,73.09,51,1,4.54,clear sky
412,Ketchikan,US,55.3422,-131.6461,42.78,93,90,11.5,light rain
413,Komsomolskiy,UZ,40.4272,71.7189,44.02,44,66,4.61,broken clouds
414,Mercedes,AR,-34.6515,-59.4307,72.77,53,90,15.55,overcast clouds
415,Hereford,GB,52.0568,-2.7148,50.83,84,100,1.01,overcast clouds
416,Viransehir,TR,37.2353,39.7631,38.79,49,0,3.8,clear sky
417,Codrington,AU,-38.2667,141.9667,56.89,85,97,7.72,overcast clouds
418,Guaxupe,BR,-21.3053,-46.7128,74.7,88,99,7.23,overcast clouds
419,Ambam,CM,2.3833,11.2833,81.05,50,70,6.73,broken clouds
420,Mayumba,GA,-3.432,10.6554,77.79,82,32,7.07,scattered clouds
421,Surt,LY,31.2089,16.5887,63.1,38,17,7.2,few clouds
422,Longyearbyen,SJ,78.2186,15.6401,10.24,61,20,24.16,few clouds
423,Tabou,CI,4.423,-7.3528,81.95,75,85,8.95,overcast clouds
424,Dicabisagan,PH,17.0818,122.4157,72.93,89,76,7.78,broken clouds
425,Mumford,GH,5.2618,-0.759,81.43,78,17,12.08,few clouds
426,Malartic,CA,48.1335,-78.1328,4.01,51,37,7.09,scattered clouds
427,Shalya,RU,57.2471,58.7298,20.05,95,100,7.87,overcast clouds
428,Cumberland,US,35.0502,-78.8664,46.49,35,0,11.5,clear sky
429,Bethel,US,41.3712,-73.414,27.48,70,75,1.99,broken clouds
430,Noshiro,JP,40.2039,140.0242,26.67,79,100,16.33,light snow
431,Point Pedro,LK,9.8167,80.2333,78.33,75,64,13.78,broken clouds
432,Talcahuano,CL,-36.7167,-73.1167,73.08,49,0,13.8,clear sky
433,Levelland,US,33.5873,-102.378,43.2,17,0,16.71,clear sky
434,Tshane,BW,-24.0196,21.8684,78.49,51,83,10.87,broken clouds
435,Beihai,CN,21.4833,109.1,62.47,81,98,15.61,overcast clouds
436,Kattivakkam,IN,13.2167,80.3167,81.07,81,55,10.76,broken clouds
437,Zhigansk,RU,66.7697,123.3711,-29.52,100,100,6.38,overcast clouds
438,Kabanjahe,ID,3.1001,98.4908,63.36,95,100,1.05,overcast clouds
439,Palmas De Monte Alto,BR,-14.2672,-43.1619,83.98,57,59,3.24,broken clouds
440,Chinsali,ZM,-10.5414,32.0816,62.44,96,86,2.39,light rain
441,Zharkent,KZ,44.1628,80.0,27.68,41,12,3.89,few clouds
442,Arnedo,ES,42.2167,-2.1,45.9,65,13,11.61,few clouds
443,Beauchamps,FR,50.012,1.5176,48.49,82,96,20.51,overcast clouds
444,Pangnirtung,CA,66.1451,-65.7125,-23.8,69,75,3.44,broken clouds
445,Vlore,AL,40.4667,19.4897,53.96,67,96,2.77,overcast clouds
446,Poplar Bluff,US,36.757,-90.3929,31.37,55,0,5.75,clear sky
447,Sitka,US,57.0531,-135.33,42.69,81,100,12.66,moderate rain
448,Tilichiki,RU,60.4667,166.1,2.03,82,100,7.94,overcast clouds
449,Ambanja,MG,-13.6833,48.45,73.09,91,100,2.55,light rain
450,Severodvinsk,RU,64.5635,39.8302,5.11,87,100,14.94,overcast clouds
451,Coahuayana,MX,18.7333,-103.6833,85.48,36,14,4.43,few clouds
452,Sobolevo,RU,54.4299,31.8996,23.97,96,100,11.36,light snow
453,Inirida,CO,3.8653,-67.9239,84.78,66,61,4.36,light rain
454,Conselheiro Lafaiete,BR,-20.6603,-43.7861,72.97,85,99,5.39,moderate rain
455,Manokwari,ID,-0.8667,134.0833,78.28,76,88,2.93,overcast clouds
456,Tambun,ID,-6.2641,107.0712,78.04,92,93,5.35,overcast clouds
457,Sivaki,RU,52.6333,126.75,-1.01,86,85,5.53,overcast clouds
458,Beringovskiy,RU,63.05,179.3167,-9.18,92,78,14.52,broken clouds
459,Tomigusuku,JP,26.185,127.675,58.77,58,100,17.27,overcast clouds
460,Jiangkou,CN,25.4872,119.1986,49.89,72,85,12.91,overcast clouds
461,Kenai,US,60.5544,-151.2583,27.09,95,100,11.5,light snow
462,Ler,SS,8.3018,30.1418,80.2,16,99,5.97,overcast clouds
463,Callaguip,PH,18.0714,120.4867,73.96,78,9,12.71,clear sky
464,Cahir,IE,52.3769,-7.9217,50.7,88,100,24.4,moderate rain
465,Novoagansk,RU,61.9449,76.6625,1.18,98,100,1.61,overcast clouds
466,Pedernales,DO,18.0384,-71.744,79.36,64,16,7.07,few clouds
467,Nueva Loja,EC,0.0847,-76.8828,80.62,78,75,3.44,broken clouds
468,High Level,CA,58.5169,-117.136,-9.29,84,20,3.44,few clouds
469,Sokolo,ML,14.7328,-6.1219,85.03,7,0,6.87,clear sky
470,Rogers,US,36.3668,-95.5836,38.89,67,0,7.0,clear sky
471,Pathein,MM,16.7833,94.7333,71.92,92,8,6.04,clear sky
472,Bilma,NE,18.6853,12.9164,65.23,17,0,4.94,clear sky
473,Vysokogornyy,RU,50.1167,139.15,-5.58,98,100,4.65,overcast clouds
474,Huarmey,PE,-10.0681,-78.1522,76.82,69,17,11.7,few clouds
475,Diamantino,BR,-14.4086,-56.4461,87.82,62,40,2.48,scattered clouds
476,Phayakkhaphum Phisai,TH,15.5163,103.1937,72.41,61,73,13.33,broken clouds
477,Aguimes,ES,27.9054,-15.4461,68.67,60,0,6.91,clear sky
478,Clyde River,CA,70.4692,-68.5914,-19.97,69,75,11.5,broken clouds
479,Rocha,UY,-34.4833,-54.3333,76.57,66,73,13.22,broken clouds
480,Hofn,IS,64.2539,-15.2082,28.98,58,100,10.07,light snow
481,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,60,0,8.05,clear sky
482,Maraa,BR,-1.8333,-65.3667,76.6,88,100,1.72,moderate rain
483,Port Lincoln,AU,-34.7333,135.8667,65.86,81,100,15.01,overcast clouds
484,Lufilufi,WS,-13.8745,-171.5986,74.98,77,99,15.32,light rain
485,Santa Marta,CO,11.2408,-74.199,91.35,69,20,1.01,few clouds
486,Teguldet,RU,57.3064,88.1667,16.34,89,100,7.92,overcast clouds
487,Lahij,YE,13.1667,44.5833,74.84,59,3,7.29,clear sky
488,Kwinana,AU,-32.25,115.7667,76.3,82,0,1.57,clear sky
489,Baherden,TM,38.4362,57.4316,48.4,64,100,14.45,overcast clouds
490,Marsaxlokk,MT,35.8419,14.5431,58.08,88,0,10.36,clear sky
491,Pitimbu,BR,-7.4706,-34.8086,86.59,60,14,10.16,few clouds
492,Awbari,LY,26.5921,12.7805,58.26,25,1,9.55,clear sky
493,Bogoslovka,RU,53.2084,44.8013,9.5,98,91,5.32,overcast clouds
494,Belyy Yar,RU,53.6039,91.3903,-13.11,84,99,2.24,fog
495,Beyneu,KZ,45.3167,55.2,34.65,97,100,19.77,overcast clouds
496,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,78,99,12.46,overcast clouds
497,Khash,IR,28.2211,61.2158,57.43,28,0,15.23,clear sky
498,Mapiripan,CO,2.8892,-72.1256,91.15,41,56,6.49,broken clouds
499,Gaya,IN,24.7833,85.0,51.71,87,20,0.0,mist
500,Fortuna,US,40.5982,-124.1573,50.94,86,1,1.99,clear sky
501,Smolenka,RU,52.1352,113.4974,-2.13,78,33,2.24,scattered clouds
502,Balkhash,KZ,46.844,74.9804,13.21,78,2,17.94,clear sky
503,Ransang,PH,8.9603,117.5828,78.33,83,86,7.18,overcast clouds
504,Lewiston,US,44.1003,-70.2148,22.33,71,20,20.71,snow
505,Lamont,US,35.2597,-118.9143,67.8,49,5,3.22,clear sky
506,Lake Charles,US,30.2131,-93.2044,46.38,44,0,9.22,clear sky
507,Kyaikkami,MM,16.08,97.5675,75.09,82,95,5.88,overcast clouds
508,Eureka,US,40.8021,-124.1637,51.21,53,65,3.0,broken clouds
509,Kodinar,IN,20.7903,70.7031,65.05,69,5,7.74,clear sky
510,Lalawigan,PH,11.5892,125.4697,78.39,78,59,14.29,broken clouds
511,Svetlogorsk,BY,52.6333,29.7333,34.21,84,100,15.95,overcast clouds
512,Coihaique,CL,-45.5752,-72.0662,70.41,43,75,8.05,broken clouds
513,Necochea,AR,-38.5473,-58.7368,63.03,72,100,22.64,overcast clouds
514,Namatanai,PG,-3.6667,152.4333,79.74,81,82,7.67,broken clouds
515,Lodeynoye Pole,RU,60.726,33.5531,19.56,94,100,11.25,snow
516,New London,US,41.4834,-72.0662,27.48,58,0,14.0,clear sky
517,Marzuq,YE,14.4,46.4667,68.43,41,18,6.08,few clouds
518,Kuusamo,FI,65.9667,29.1833,17.64,86,100,12.66,overcast clouds
519,Miragoane,HT,18.4423,-73.0876,77.49,66,38,2.93,scattered clouds
520,Kumeny,RU,58.1089,49.9161,18.9,96,100,6.71,overcast clouds
521,Praia,CV,14.9215,-23.5087,82.94,32,0,20.71,clear sky
522,Yingcheng,CN,30.95,113.55,41.05,67,67,7.36,broken clouds
523,Kupang,ID,-10.1667,123.5833,78.93,86,88,10.49,overcast clouds
524,Christchurch,NZ,-43.5333,172.6333,53.91,94,100,5.75,light intensity drizzle
525,Bandarbeyla,SO,9.4942,50.8122,75.79,68,43,10.25,scattered clouds
526,Saravan,AM,39.7196,45.6483,21.85,89,78,3.49,broken clouds
527,Ust-Ilimsk,RU,58.0006,102.6619,20.8,95,100,8.08,light snow
528,Reconquista,AR,-29.15,-59.65,95.31,21,0,16.33,clear sky
529,Provost,CA,52.3501,-110.2683,25.02,97,94,10.11,light snow
530,Sandila,IN,27.0833,80.5167,53.51,79,0,5.66,clear sky
531,Ndioum,SN,16.5129,-14.6471,100.29,6,0,7.27,clear sky
532,Simiti,CO,7.9579,-73.9436,96.01,36,51,2.75,broken clouds
533,Gornyak,RU,50.9942,81.4661,-1.12,94,5,5.1,clear sky
534,Gasa,PS,31.5,34.4667,55.38,58,97,8.61,overcast clouds
535,Beitbridge,ZW,-22.2167,30.0,78.08,57,45,20.09,scattered clouds
536,Leon,MX,21.1167,-101.6667,63.95,38,37,6.22,scattered clouds
537,Tela,HN,15.7833,-87.45,82.62,89,40,6.91,scattered clouds
538,Mahon,ES,39.8885,4.2658,54.16,76,40,3.44,scattered clouds
539,Kisangani,CD,0.5167,25.2,75.43,76,96,4.9,overcast clouds
540,Vilyuysk,RU,63.7553,121.6247,-25.98,100,95,1.59,overcast clouds
541,San Patricio,US,28.017,-97.5169,47.93,34,1,5.3,clear sky
542,Iralaya,HN,15.0,-83.2333,84.29,75,15,9.19,few clouds
543,Boundiali,CI,9.5217,-6.4869,88.95,10,43,3.47,scattered clouds
544,Qarqin,AF,37.4185,66.0436,51.46,80,100,12.82,light rain
545,Reichenau,PL,50.9075,14.9563,40.71,68,63,7.0,broken clouds
546,Conakry,GN,9.538,-13.6773,86.36,70,0,13.8,haze
547,Nacala,MZ,-14.5428,40.6728,78.21,83,81,6.13,broken clouds
548,Bougouni,ML,11.417,-7.479,89.65,8,26,3.76,scattered clouds
549,Marawi,PH,7.9986,124.2928,67.64,91,29,2.19,scattered clouds
550,Campoverde,PE,-8.4753,-74.8058,87.49,32,56,3.78,broken clouds
551,Inhambane,MZ,-23.865,35.3833,80.58,78,40,11.5,scattered clouds
552,Bafoulabe,ML,13.8065,-10.8321,95.47,6,0,5.77,clear sky
553,Antalaha,MG,-14.9003,50.2788,78.03,79,100,4.5,light rain
554,Manjeshwar,IN,12.7194,74.8861,74.35,81,85,6.62,overcast clouds
555,Sao Miguel,BR,-5.4667,-35.3667,88.57,54,56,13.73,broken clouds
556,Nepa Nagar,IN,21.4667,76.4,65.73,23,0,3.76,clear sky
557,Khandyga,RU,62.6667,135.6,-43.33,100,90,1.92,overcast clouds
558,Arlit,NE,18.7369,7.3853,70.59,10,0,9.13,clear sky
559,Sakhnovshchyna,UA,49.1517,35.872,19.38,93,99,7.23,overcast clouds
560,Amahai,ID,-3.3333,128.9167,77.95,84,100,5.79,overcast clouds
561,Youkounkoun,GN,12.5333,-13.1333,99.16,7,0,4.21,clear sky
562,Orsta,NO,62.2029,6.1272,40.59,92,100,11.61,light rain
563,Heyang,CN,26.1011,107.473,44.47,89,100,4.5,overcast clouds
564,Prince Rupert,CA,54.3161,-130.3201,42.89,70,75,12.66,broken clouds
565,Ascension,US,30.2169,-90.9001,47.1,50,0,5.75,clear sky
566,Guayaramerin,BO,-10.8368,-65.3614,87.85,62,40,10.36,scattered clouds
567,Owen Sound,CA,44.5672,-80.9435,17.17,53,11,1.86,few clouds
568,Tuatapere,NZ,-46.1333,167.6833,50.83,88,19,2.28,few clouds
569,Wuxue,CN,29.8506,115.5525,37.74,61,11,7.78,few clouds
570,Mazatan,MX,14.8667,-92.45,87.22,43,0,10.76,clear sky
571,San Jose,US,37.3394,-121.895,59.59,56,75,1.01,broken clouds
572,Kusa,RU,55.3383,59.4406,15.93,95,100,4.09,overcast clouds
573,Gushikawa,JP,26.3544,127.8686,58.23,58,90,10.36,overcast clouds
574,Jega,NG,12.2175,4.3792,79.84,12,2,9.66,clear sky
575,Raga,SS,8.4596,25.678,73.13,18,100,4.74,overcast clouds
576,Hami,CN,42.8,93.45,27.01,27,95,14.36,overcast clouds
577,Talnakh,RU,69.4865,88.3972,-15.11,100,97,3.4,overcast clouds
578,Kudymkar,RU,59.0173,54.656,19.47,98,98,5.5,overcast clouds
579,Chemin Grenier,MU,-20.4872,57.4656,79.57,85,100,16.35,light rain
580,Chegem,RU,43.2833,43.1333,6.93,75,61,14.18,broken clouds
581,Mandapeta,IN,16.8667,81.9333,68.16,84,54,5.41,broken clouds
582,Atar,MR,20.5169,-13.0499,88.02,6,0,3.42,clear sky
583,Kavos,GR,38.8268,22.8322,52.14,78,14,1.01,few clouds
584,San Rafael,AR,-34.6177,-68.3301,59.7,68,100,3.33,overcast clouds
585,Tamworth,GB,52.634,-1.6959,50.32,84,100,10.0,light rain
586,Ramona,US,33.0417,-116.8681,64.42,22,0,14.97,clear sky
587,Ormara,PK,25.2088,64.6357,71.87,65,7,10.27,clear sky
588,Price,US,39.5994,-110.8107,38.41,54,0,0.0,clear sky
589,Marshall,US,34.3834,-86.3333,39.07,61,0,11.5,clear sky
590,Norman Wells,CA,65.282,-126.8329,-9.99,92,95,6.15,overcast clouds
591,Henties Bay,NA,-22.116,14.2845,69.85,79,9,7.2,clear sky
592,Adrar,MR,20.5022,-10.0711,77.45,6,29,7.43,scattered clouds
593,Quesnel,CA,52.9999,-122.5029,25.3,93,20,0.0,mist
594,Yantal,RU,56.8471,105.2542,19.2,93,100,8.16,overcast clouds
595,Starychi,UA,49.98,23.5585,36.14,89,50,11.65,scattered clouds
596,Gamboula,CF,4.1178,15.1393,78.91,18,90,1.16,overcast clouds
597,Maragogi,BR,-9.0122,-35.2225,84.15,58,49,10.56,scattered clouds
598,West Bay,KY,19.3667,-81.4167,84.27,72,20,1.99,few clouds
599,Yaring,TH,6.8662,101.3689,77.27,83,77,11.61,broken clouds
600,Nushki,PK,29.5542,66.0215,62.1,15,0,13.76,clear sky
601,Mishkino,RU,55.3389,63.9175,13.15,89,100,7.78,overcast clouds
602,Illela,NG,13.7292,5.2975,74.88,12,0,10.94,clear sky
603,Ndele,CF,8.4109,20.6473,79.34,18,44,4.97,scattered clouds
604,Svetlyy,RU,54.675,20.1347,39.25,77,81,20.04,broken clouds
605,Jinchang,CN,38.4953,102.1739,15.67,90,100,6.2,light snow
606,Samarkand,UZ,39.6542,66.9597,53.02,50,75,6.91,light rain
607,San Luis,AR,-33.295,-66.3356,67.24,51,91,15.95,overcast clouds
608,Rovaniemi,FI,66.5,25.7167,22.41,100,100,13.8,overcast clouds
609,Lulea,SE,65.5842,22.1547,24.87,93,0,8.05,clear sky
610,Maltahohe,NA,-24.8333,16.9833,85.53,24,74,12.15,broken clouds
611,Palmer,US,42.1584,-72.3287,25.29,58,40,3.0,scattered clouds
612,Lorengau,PG,-2.0226,147.2712,80.71,77,36,8.68,scattered clouds
613,Lerwick,GB,60.1545,-1.1494,39.2,63,89,36.46,overcast clouds
614,Chunhuhub,MX,19.55,-88.6833,74.55,79,96,4.92,overcast clouds
615,Ronneby,SE,56.21,15.276,37.9,87,40,12.66,scattered clouds
616,Bure,ET,10.7,37.0667,62.87,42,94,6.46,overcast clouds
617,Ladushkin,RU,54.5703,20.171,39.06,75,88,19.24,overcast clouds
618,Payo,ID,-3.7508,103.6372,72.64,98,98,2.84,overcast clouds
619,Byron Bay,AU,-28.65,153.6167,66.15,72,82,18.61,light rain
620,Pozo Colorado,PY,-23.4923,-58.7972,74.03,93,100,8.5,moderate rain
621,Aklavik,CA,68.2191,-135.0107,-31.97,66,40,3.44,scattered clouds
622,Filiatra,GR,37.15,21.5833,55.69,82,81,7.74,broken clouds
623,Bonham,US,33.5773,-96.1783,38.93,65,0,4.61,clear sky
624,Itacarambi,BR,-15.1022,-44.0919,88.66,48,94,3.04,overcast clouds
625,Bayan,CN,46.0833,127.4,-10.86,100,75,4.43,broken clouds
626,Jalu,LY,29.0331,21.5482,58.24,45,0,3.36,clear sky
627,Barcelos,PT,41.5388,-8.6151,59.92,73,5,5.39,clear sky
628,Ullapool,GB,57.8987,-5.1604,38.35,75,100,27.31,overcast clouds
629,Abalak,RU,58.1286,68.5944,20.25,89,100,5.44,overcast clouds
630,Sola,VU,-13.8833,167.55,82.42,77,100,21.05,overcast clouds
631,Yuci,CN,37.6803,112.7319,15.55,48,0,2.24,clear sky
632,Maraba,BR,-5.3686,-49.1178,86.18,74,40,4.61,light rain
633,Kurchum,KZ,48.5722,83.6542,-0.92,78,2,4.03,clear sky
634,Alice Springs,AU,-23.7,133.8833,58.55,94,0,0.0,clear sky
635,Matara,LK,5.9485,80.5353,74.41,85,6,8.55,clear sky
636,Skwierzyna,PL,52.5991,15.5065,39.67,72,51,13.82,broken clouds
637,Alofi,NU,-19.0595,-169.9187,75.09,94,100,3.44,overcast clouds
638,Ugoofaaru,MV,5.6667,73.0,81.16,71,21,10.31,few clouds
639,Campo Verde,BR,-20.4167,-54.0667,88.81,56,67,14.67,broken clouds
640,Chapais,CA,49.7834,-74.8492,-4.22,72,25,9.71,scattered clouds
641,Bolobo,CD,-2.1667,16.2333,81.48,53,65,2.91,broken clouds
642,Fairview,US,40.8126,-73.999,30.54,58,40,11.5,scattered clouds
643,Port Hardy,CA,50.6996,-127.4199,40.75,100,100,6.91,overcast clouds
644,Pundaguitan,PH,6.3711,126.1689,80.06,79,36,20.0,light rain
645,Dayal Bagh,IN,27.2167,78.0167,51.33,73,0,3.94,clear sky
646,Faya,SA,18.3851,42.4509,57.31,77,6,3.62,clear sky
647,Dubovskoye,RU,47.4092,42.7575,25.66,85,90,10.27,overcast clouds
648,Chesapeake,US,36.819,-76.2749,42.03,47,40,10.0,haze
649,Takaungu,KE,-3.6837,39.8566,78.64,87,100,4.61,overcast clouds
650,Oranjemund,NA,-28.55,16.4333,67.89,74,27,7.4,scattered clouds
651,Awjilah,LY,29.1081,21.2869,58.28,46,0,3.51,clear sky
652,Kondinskoye,RU,59.6481,67.41,18.79,98,100,3.62,overcast clouds
653,Snezhnogorsk,RU,69.1933,33.2531,19.18,82,100,20.87,overcast clouds
654,Saint-Georges,GD,12.0564,-61.7485,83.88,61,20,23.02,few clouds
655,Tongzi,CN,28.7829,105.0877,44.73,92,100,3.85,overcast clouds
656,Sambava,MG,-14.2667,50.1667,76.39,90,100,5.35,light rain
657,Tiznit,MA,29.5833,-9.5,66.85,29,62,5.3,broken clouds
658,Akdepe,TM,42.0551,59.3788,44.69,84,100,11.5,overcast clouds
659,Waitati,NZ,-45.75,170.5667,50.81,80,22,4.07,few clouds
660,Anori,BR,-3.7728,-61.6442,91.56,49,80,3.15,broken clouds
661,Englehart,CA,47.8169,-79.8664,6.82,70,0,4.61,clear sky
662,Jinotega,NI,13.0917,-86.0018,72.88,73,40,13.8,scattered clouds
663,Mogadishu,SO,2.0371,45.3438,77.63,82,25,16.84,scattered clouds
664,Vanimo,PG,-2.6741,141.3028,78.04,86,82,6.24,broken clouds
665,Rio Pardo,BR,-29.9897,-52.3781,86.76,56,100,5.21,light rain
666,Hakkari,TR,37.5833,44.1667,20.68,94,83,5.61,broken clouds
667,Sinnamary,GF,5.3833,-52.95,79.54,81,72,9.01,broken clouds
668,San Policarpo,PH,12.1791,125.5072,80.1,71,90,15.88,overcast clouds
669,Guarapari,BR,-20.6667,-40.4975,84.09,77,85,18.7,overcast clouds
670,Kamenka,RU,51.3223,42.7678,10.38,96,95,8.95,overcast clouds
671,Dondo,MZ,-19.6094,34.7431,83.71,74,14,8.93,few clouds
672,Camacari,BR,-12.6975,-38.3242,85.77,52,99,10.11,overcast clouds
673,Huari,PE,-9.3333,-77.2333,51.37,71,91,4.14,light rain
674,Cap Malheureux,MU,-19.9842,57.6142,80.47,80,100,7.0,overcast clouds
675,Hay River,CA,60.8156,-115.7999,-7.62,77,75,2.3,light snow
676,Sao Bras De Alportel,PT,37.1531,-7.8875,63.28,42,0,9.22,clear sky
677,Port-Gentil,GA,-0.7193,8.7815,79.86,80,22,9.24,few clouds
678,Khovu-Aksy,RU,51.1333,93.6,-12.24,85,19,6.08,few clouds
679,Denia,ES,38.8408,0.1057,57.85,85,100,1.01,overcast clouds
680,Beipiao,CN,41.7919,120.7792,13.86,64,0,9.37,clear sky
681,Port Augusta,AU,-32.5,137.7667,76.71,28,37,16.35,scattered clouds
682,Zhangjiakou,CN,40.81,114.8794,12.18,69,2,5.01,light snow
683,Valley,US,45.1277,-116.1262,22.6,83,65,2.86,broken clouds
684,Ola,RU,59.5833,151.2833,-3.96,76,43,11.34,scattered clouds
685,Hualmay,PE,-11.0964,-77.6139,75.69,69,27,11.3,scattered clouds
686,Belen,TR,36.4891,36.2233,44.74,50,20,12.66,few clouds
687,Santa Cruz,BO,-17.8,-63.1667,74.66,94,100,13.8,heavy intensity rain
688,Prattville,US,32.464,-86.4597,42.4,45,0,10.36,clear sky
689,Jodhpur,IN,26.2867,73.03,63.3,25,0,3.22,clear sky
690,Zhovtneve,UA,50.6637,24.2492,32.5,91,87,11.9,overcast clouds
